Supplier Name,Country Code,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
Managed Information Technologies Ltd T A Beaver Trison,GB-AUD-B0001234,Prizrak Battalion Ghost Battalion,41,Foreign Economic Association Technopromexport,40,Russian National Commercial Bank,40,State Corporation for the Promotion of the Development Manufacture and Export of High Technology Products Rostec,40,Institute Giprostroymost Saint Petersburg,38
The Marc Edward Agency,AU-PEU-MEA01,Internet Research Agency,61,558 Aircraft Repair Plant,47,Army of the South East,45,The Great Don Army,45,Army of the Southeast,42
Bastille Day French Festival,AU-CIT-BDF01,Bank Otkritie Financial,47,Death Battalion,42,Crimean Republican Enterprise Azov Distillery Plant,41,So called Donetsk People s Republic,41,So called Lugansk People s Republic,41
EQUAL OPPORTUNITIES COMMISSION,HK-IHKL-A0002125,Federal United Enterprise Crimea Railway,43,Bank Otkritie Financial,42,ORIENTAL REVIEW,40,State Concern National Association of producers Massandra,39,State Enterprise Sevastopol Commercial Seaport,39
CRNER,SG-BMSL-A0001080,ROSNEFT AERO,47,Mir Luganschine,40,United Aircraft,40,Chernomorneftegaz,36,VEB RF,36
SINGAPORE POLYTECHNIC,SG-BMSL-A0001081,GEOPOLITICA,50,O VO Technopromexport,43,Luhansk Economic Union,42,Dobrolyot,40,VO Technopromexport,40
V Prestige Cars Ltd T A Platinum Executive Group,GB-AUD-P0001099,Stroygazmontazh Corporation SGM Group,42,State Enterprise Sparkling Wine Plant Novy Svet,40,Crimean Republican Enterprise Azov Distillery Plant,38,558 Aircraft Repair Plant,36,Russian Direct Investment Fund,36
REGALBLUE PRODUCTION,BN-NBT-HOC01134,The Great Don Army,47,People s Union,47,Fedosia Oil Products Supply,47,Free Donbas,45,Donetsk Republic,44
Nilfisk Ltd T A Nilfisk DTE,GB-AUD-N0000274,So called Luhansk Guard,40,So called Lugansk Guard,40,First Crimean Insurance,40,Luhansk Economic Union,37,Industrial Savings Bank,36
Forces Cars Direct,GB-AUD-F0000558,The Great Don Army,50,Mostotrest Mostotrest,46,First Crimean Insurance,44,United Aircraft,42,Russian Direct Investment Fund,42
NTUC LINK,SG-BMSL-A0001082,CB IS Bank,53,VTB Bank,47,United Shipbuilding,43,Death Battalion,42,Smert Battalion,42
HIVE ENTERPRISE,BN-NBT-HOC01135,State enterprise Universal Avia,61,Feodosia Enterprise of oil,59,VO TPE,48,Federal United Enterprise Crimea Railway,47,ORIENTAL REVIEW,47
The Royal Automobile Club,GRP-IMS-1003864,Z Interautomatica,48,The Great Don Army,42,Z Interavtomatika IA,40,Interavtomatika,40,Army of the Southeast,39
Intqual pro,GRP-IMS-1003862,ORIENTAL REVIEW,54,Integral,53,Oplot Battalion,46,Sparta Battalion,44,Z Interautomatica,43
APEXX Fintech,GRP-IMS-1003863,Internet Research Agency,49,Almaz Antey,42,Z Interautomatica,40,ROSNEFT AERO,40,Peace To Luhansk Region,39
ARTFAIR HONGKONG,GU-AKG-1794,Oplot Battalion,45,Zarya Battalion,45,Somali Battalion,44,Sparta Battalion,44,Vostok Battalion,44
DREAM FOX DESIGN,SG-BMSL-A0001083,NEW EASTERN OUTLK,42,The Great Don Army,41,Sberbank of Russia,41,Resort Nizhnyaya Oreanda,40,Death Battalion,39
Envirostream Australia,AU-SUB-803446,Vostok Battalion,53,Smert Battalion,49,First Crimean Insurance,49,Industrial Savings Bank,49,Sparta Battalion,47
SEIDOR CHILE,DDC-COL-1003870,Mir Luganschine,52,Dobrolet,50,People s Union,46,Dobrolyot,38,Smert Battalion,37
SECURITAS COLOMBIA,DDC-COL-1003898,Luhansk Economic Union,45,Sberbank of Russia,44,CB IS Bank,43,SOVCOMBANK,43,Sovkombank,43
CARLOS EDUARDO,DDC-COL-1003897,So called Luhansk Guard,54,So called Lugansk Guard,54,ROSNEFT AERO,54,Cossack National Guard,50,ZELENODOLSK SHYARD,44
FONDO DE EMPLEADOS DE SERVICIO DIDA,DDC-COL-1003896,Donbass People s Militia,41,Donbas People s Militia,41,Russian Direct Investment Fund,37,State enterprise Universal Avia,36,Black Sea Bank for Development and Reconstruction,36
IT CONSULTANTS COLOMBIA,DDC-COL-1003895,First Crimean Insurance,43,Almaz Antey,41,Mostotrest Mostotrest,41,Luhansk Economic Union,40,Federal State of Novorossiya,39
BRIGARD URRUTIA ABOGADOS,DDC-COL-1003894,Cossack National Guard,48,Prizrak Brigade,41,Donetskaya Narodnaya Respublika,40,Prizrak Battalion Ghost Brigade,40,Gas Industry Insurance Company SOGAZ,40
COMERCIAL LOGISTIC PECOL,DDC-COL-1003893,State Enterprise Sevastopol Commercial Seaport,49,Russian National Commercial Bank,46,Tactical Missiles,44,Movement Novorossiya of Igor Strelkov,43,Bank Otkritie Financial,43
PATRIMONIOS AUTONOMOS FIDUCIARIA,DDC-COL-1003892,Industrial Savings Bank,51,Donbas People s Militia,44,Bank Otkritie Financial,44,Donbass People s Militia,43,State Concern National Association of producers Massandra,43
CINTE COLOMBIA,DDC-COL-1003891,Interavtomatika,55,Z Interautomatica,52,Mir Luganschine,48,Vneshekonombank,48,Z Interavtomatika IA,47
LENGIO COLOMBIA,DDC-COL-1003890,Luhansk Economic Union,54,SOVCOMBANK,48,Sovkombank,48,GEOPOLITICA,46,ZELENODOLSK SHYARD,42
FONDO DE CESANTIAS PORVENIR,DDC-COL-1003889,Feodosia Enterprise of oil,53,Prizrak Battalion Ghost Brigade,45,Federal United Enterprise Crimea Railway,45,Federativnoye Gosudarstvo Novorossiya,41,Almaz Antey Defense,39
CENTRO MEDICO OFTALMOLOGICO Y LABOR,DDC-COL-1003888,Chernomorneftegaz,38,ZELENODOLSK SHYARD,38,Crimean Republican Enterprise Azov Distillery Plant,37,State Enterprise Sevastopol Commercial Seaport,37,Movement Novorossiya of Ignor Strelkov,36
MARIA LUISA,DDC-COL-1003887,Mir Luganschine,46,Prizrak Brigade,46,Interavtomatika,46,Zarya Battalion,46,Z Interavtomatika IA,45
INVERSIONES Y CONSTRUCCIONES A A,DDC-COL-1003886,Concern Almaz Antey,43,Mir Luganschine,43,Internet Research Agency,43,Black Sea Bank Development and Reconstruction,42,Industrialny Sberegatelny Bank,42
CAMARA DE COMERCIO DE BOGOTA,DDC-COL-1003885,Russian National Commercial Bank,47,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,40,Almaz Antey Defense,38,Concern Almaz Antey,38,25 January Committee,38
SODEXO SERVICIOS DE BENEFICIOS,DDC-COL-1003884,State Enterprise Sevastopol Commercial Seaport,37,Internet Research Agency,37,State enterprise Universal Avia,36,VAD Aktsionernoe Obshchestvo VAD,35,Vostok Battalion,35
NOVAINTEGRA,DDC-COL-1003883,Integral,74,Chernomorneftegaz,50,Interavtomatika,46,Z Interavtomatika IA,45,Z Interautomatica,43
COMCEL,DDC-COL-1003882,Concern Almaz Antey,40,SOVCOMBANK,38,Luhansk Economic Union,36,Sobol,36,Chernomorneftegaz,35
CENTRO EMPRESARIAL PONTEVEDRA PH,DDC-COL-1003881,Federal United Enterprise Crimea Railway,47,State Enterprise Sevastopol Commercial Seaport,44,State Enterprise Sparkling Wine Plant Novy Svet,43,State Enterprise Magarach of the National Institute of Wine,42,Fedosia Oil Products Supply,41
ENTIDAD PROMOTORA DE SALUD FAMISANA,DDC-COL-1003880,State enterprise Universal Avia,42,Donbass People s Militia,41,Donbas People s Militia,41,Federal United Enterprise Crimea Railway,40,Russian National Commercial Bank,39
SEGUROS DE VIDA SURAMERICANA,DDC-COL-1003879,Gas Industry Insurance Company SOGAZ,44,The Great Don Army,39,UralVagonZavod,38,Sberbank Public Sberbank,38,Russian Direct Investment Fund,38
CMX Y O MEDISUMA,DDC-COL-1003878,Army of the Southeast,49,Army of the South East,47,CB IS Bank,38,Gas Industry Insurance Company SOGAZ,38,Fedosia Oil Products Supply,37
FONDO DE CESANTIA PROTECCION,DDC-COL-1003877,Feodosia Enterprise of oil,44,Black Sea Bank for Development and Reconstruction,44,Death Battalion,42,Foreign Economic Association Technopromexport,41,Prizrak Battalion Ghost Brigade,41
FONDO NACIONAL DEL AHORRO,DDC-COL-1003876,Russian National Commercial Bank,49,Cossack National Guard,47,Foreign Economic Association Technopromexport,43,Feodosia Enterprise of oil,43,ZELENODOLSK SHYARD,42
OFIX SUMINISTROS Y LOGISTICA,DDC-COL-1003874,Stroygazmontazh Most SGM MOST,46,Z Interautomatica,44,Army of the Southeast,41,Army of the South East,40,Stroygazmontazh Corporation SGM Group,40
PRACO DIDACOL,DDC-COL-1003873,Fedosia Oil Products Supply,45,ROSNEFT AERO,40,Peace To Luhansk Region,39,Sberbank of Russia,39,O VO TPE,38
CASALIMPIA,DDC-COL-1003872,Somali Battalion,46,Sparta Battalion,46,Kalmius Battalion,44,Zaliv Shipyard,42,Death Battalion,40
SALUD OCUPACIONAL DE LOS ANDES,DDC-COL-1003871,Black Sea Bank of Development and Reconstruction,49,Russian National Commercial Bank,45,State Concern National Association of producers Massandra,44,State enterprise Universal Avia,43,Black Sea Bank Development and Reconstruction,43
Trison Europe S L U,GB-MERC-T0001400,People s Union,61,Donbas People s Militia,52,Donbass People s Militia,51,So called Donetsk People s Republic,44,So called Lugansk People s Republic,44
ABUSTAN PEPITO,MP-AKS-800330,Peace To Luhansk Region,49,Death Battalion,48,Smert Battalion,48,Oplot Battalion,48,IS Bank,48
Imense,GB-MERC-I0000375,First Crimean Insurance,41,Almaz Antey Defense,40,Mir Luganschine,38,Mostotrest,38,ORIENTAL REVIEW,38
Zenith Vehicle Contracts Ltd T A Zenith,GB-MERC-Z0000003,Army of the South East,39,So called Donetsk People s Republic,38,International Union of Public Associations Great Don Army,38,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,37,Z Interavtomatika IA,37
ACS INTERNATIONAL SCHLS,GRP-IMS-1003990,Z Interavtomatika IA,56,Russian National Commercial Bank,55,Cossack National Guard,53,Industrial Savings Bank,52,Internet Research Agency,51
Dawkins Occhiuto,AU-IAL-803434,VAD Aktsionernoe Obshchestvo VAD,46,Luhansk Economic Union,42,Aktsionernoe Obshchestvo Genbank,42,Bank Otkritie Financial,41,Luganskiy Ekonomicheskiy Soyuz,39
KP Group,NZ-SNZ-803442,Bank Rossiya,40,O VO TPE,38,Bank of Russia,36,GEOPOLITICA,32,NEW EASTERN OUTLK,32
Brake Transmission NZ,NZ-SNZ-803450,Peace To Luhansk Region,45,Industrial Savings Bank,45,Industrialny Sberegatelny Bank,43,Russian Direct Investment Fund,43,Russian National Commercial Bank,42
Sporting Ads,GB-MERC-S0001830,Resort Nizhnyaya Oreanda,50,Industrial Savings Bank,46,Prizrak Brigade,44,Svobodny Donbass,43,Sparta Battalion,43
COMPUTEL SYSTEM,DDC-COL-1003988,Tactical Missiles,44,25 January Committee,40,Army of the Southeast,39,Rostec,38,Donbas People s Militia,37
ACEPTA,DDC-COL-1004000,UAC,44,Prizrak Brigade,38,Tactical Missiles,35,Donbas People s Militia,34,Peace To Luhansk Region,34
DELL COLOMBIA,DDC-COL-1004001,Vneshekonombank,43,SOVCOMBANK,43,Sovkombank,43,Free Donbas,42,Almaz Antey,42
SERVISYSTEM,DDC-COL-1004002,Rostec,47,Federal State of Novorossiya,41,ORIENTAL REVIEW,38,ROSNEFT AERO,35,Sberbank Public Sberbank,34
SEIDOR COLOMBIA,DDC-COL-1004003,SOVCOMBANK,56,Dobrolyot,50,Luhansk Economic Union,49,Sovkombank,48,Vneshekonombank,47
CONTRACT WORKPLACES COLOMBIA,DDC-COL-1004004,Donbas People s Militia,51,Donbass People s Militia,50,State Enterprise Sevastopol Commercial Seaport,46,Interavtomatika,42,Donetskaya Narodnaya Respublika,41
SOLUCIONES INDUSTRIALES FLORAZUL,DDC-COL-1004005,Industrial Savings Bank,62,Industrialny Sberegatelny Bank,52,Concern Almaz Antey,47,Gas Industry Insurance Company SOGAZ,47,Mostotrest Mostotrest,42
INCHCAPE DIGITAL DELIVERY CENTER,DDC-COL-1004006,Federal United Enterprise Crimea Railway,44,State enterprise Universal Avia,41,Concern Almaz Antey,39,Industrialny Sberegatelny Bank,39,Internet Research Agency,39
COLMENA SEGUROS,DDC-COL-1004007,People s Union,48,Cossack National Guard,43,So called Luhansk Guard,42,So called Lugansk Guard,42,Peace To Luhansk Region,42
CAJA DE COMPENSACION FAMILIAR,DDC-COL-1004008,Mir Luganschine,50,Russian National Commercial Bank,46,Cossack National Guard,43,Donbass People s Militia,42,Donbas People s Militia,42
COMFAMILIAR ANDI,DDC-COL-1004009,Somali Battalion,50,Bank of Russia,47,Mir Luganschine,45,25 January Committee,44,Cossack National Guard,42
COMFAMA ANTIOQUIA,DDC-COL-1004010,Almaz Antey,50,Concern Almaz Antey,50,Somali Battalion,48,Cossack National Guard,46,Interavtomatika,44
CAJA DE COMPENSACION FAMILIAR DEL,DDC-COL-1004011,Mir Luganschine,46,Russian National Commercial Bank,46,Cossack National Guard,44,Federal United Enterprise Crimea Railway,41,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,40
FONDO DE PENSIONES OBLIGATORIAS,DDC-COL-1004012,Donbas People s Militia,52,Donbass People s Militia,51,Luhansk Economic Union,45,Free Donbas,43,Russian Direct Investment Fund,43
FONDO DE PENSIONES PROTECCION,DDC-COL-1004014,Feodosia Enterprise of oil,44,Donbass People s Militia,42,Donbas People s Militia,42,Russian Direct Investment Fund,41,Svobodny Donbass,40
SKANDIA FONDO DE PENSIONES,DDC-COL-1004016,Luhansk Economic Union,46,Russian Direct Investment Fund,46,Feodosia Enterprise of oil,42,Donbas People s Militia,41,Federal State of Novorossiya,41
ADMINISTRADORA COLOMBIANA DE,DDC-COL-1004017,Gas Industry Insurance Company SOGAZ,47,Z Interavtomatika IA,42,Interavtomatika,42,SOVCOMBANK,42,Z Interautomatica,40
SERVICIO NACIONAL DE APRENDIZAJE,DDC-COL-1004018,Russian National Commercial Bank,47,Cossack National Guard,44,State Concern National Association of producers Massandra,43,Black Sea Bank Development and Reconstruction,42,State Enterprise Magarach of the National Institute of Wine,40
INSTITUTO COLOMBIANO DE BIENESTAR,DDC-COL-1004019,Russian National Commercial Bank,43,Institute Giprostroymost Saint Petersburg,41,Feodosia Enterprise of oil,41,Russian Direct Investment Fund,41,Luhansk Economic Union,40
BBVA COLOMBIA,DDC-COL-1004020,CB IS Bank,52,SOVCOMBANK,52,Bank Rossiya,48,Sberbank of Russia,45,Donbas People s Militia,44
ALIANSALUD EPS,DDC-COL-1004021,Kalmius Battalion,52,Somali Battalion,47,Tactical Missiles,45,UralVagonZavod,43,Smert Battalion,41
EPS SURAMERICANA,DDC-COL-1004022,People s Union,47,Z Interautomatica,42,Tactical Missiles,42,Sberbank,42,First Crimean Insurance,41
MEDIMAS EPS,DDC-COL-1004023,Free Donbass,43,Mostotrest P,43,Feodosia Enterprise of oil,43,Donbas People s Militia,41,Donbass People s Militia,40
NUEVA EMPRESA PROMOTORA DE SALUD,DDC-COL-1004024,Mostotrest Mostotrest,45,Fedosia Oil Products Supply,41,The Great Don Army,40,Lenpromtransproyekt,39,Research and Production Corporation UralVagonZavod,39
SALUD TOTAL,DDC-COL-1004025,Somali Battalion,59,Kalmius Battalion,57,Cossack National Guard,55,Sparta Battalion,52,Death Battalion,46
ENTIDAD PROMOTORA DE SALUD SANITAS,DDC-COL-1004026,State enterprise Universal Avia,43,Federal United Enterprise Crimea Railway,43,Donbas People s Militia,42,Lenpromtransproyekt,42,Donbass People s Militia,41
BANCO DE OCCIDENTE,DDC-COL-1004027,Almaz Antey Defense,43,CB IS Bank,43,Death Battalion,42,Russian Direct Investment Fund,42,Army of the Southeast,41
BANCO DAVIVIENDA,DDC-COL-1004028,Industrial Savings Bank,46,CB IS Bank,46,Bank Otkritie Financial,46,IS Bank,43,Cossack National Guard,42
Wayne Morley T A Intagear,GB-MERC-I0000374,The Great Don Army,42,Almaz Antey Defense,41,Concern Almaz Antey,41,Battalion Gvardeysky,40,Sparkling Wine Plant Novy Svet,40
Tim Hurst T A Just A Mow,GB-MERC-J0000553,Army of the South East,43,Mostotrest Mostotrest,40,The Great Don Army,38,So called Luhansk Guard,38,So called Lugansk Guard,38
Contactspray,GB-MERC-C0001699,Free Donbas,43,Free Donbass,42,Mostotrest P,42,ROSNEFT AERO,42,Integral,40
BIT2BIT AMERICAS,DDC-COL-1003989,United Aircraft,45,Army of the South East,42,Z Interautomatica,42,Bank Otkritie Financial,41,Interavtomatika,39
Vehicle Consulting Leicester,GB-AUD-V0000390,Sparkling Wine Plant Novy Svet,45,State Enterprise Sparkling Wine Plant Novy Svet,43,United Shipbuilding,43,Army of the South East,40,Donbas People s Militia,39
Total Motion,GB-AUD-T0000074,Somali Battalion,57,Vostok Battalion,57,Death Battalion,52,Smert Battalion,52,Oplot Battalion,52
IGNITION,BE-TOYO-307090,Mir Luganschine,43,Somali Battalion,42,GEOPOLITICA,42,Cossack National Guard,40,Kalmius Battalion,40
HUMANICS,BE-TOYO-307091,UAC,55,IS Bank,53,CB IS Bank,44,Z Interautomatica,40,USC,36
CROCKER MOTORSPORT,AU-SUB-800721,Mostotrest Mostotrest,51,Mostotrest,50,Mostotrest P,47,Concern Almaz Antey,43,VO Technopromexport,43
MaxLogic,GB-MERC-M0001379,UAC,36,Smert Battalion,35,VTB Bank Public,35,Somali Battalion,33,Kalmius Battalion,32
Mullwood Partnership,GRP-IMS-1004044,Sparta Battalion,39,So called Luhansk Guard,37,So called Lugansk Guard,37,Bulwark,37,O VO TPE,36
Pineapple Consulting,GRP-IMS-1004045,Donbas People s Militia,56,Donbass People s Militia,55,People s Union,47,United Shipbuilding,46,Sparkling Wine Plant Novy Svet,44
OUTMATCH,GRP-IMS-1004041,UAC,55,Z Interautomatica,48,Rostec,43,Army of the Southeast,41,Otkritie,38
Accenture UK,GRP-IMS-1004046,Concern Almaz Antey,39,Lenpromtransproyekt,39,Mir Luganschine,37,Feodosia Enterprise of oil,37,State enterprise Universal Avia,37
Heartland Hotel Auckland Airport,NZ-SNZ-803451,558 Aircraft Repair Plant,46,Research and Production Corporation UralVagonZavod,44,United Aircraft,43,Army of the Southeast,42,O VO Technopromexport,42
Orbitkey,AU-SUB-803447,Otkritie,62,VO TPE,43,Rostec,43,ORIENTAL REVIEW,43,Dobrolet,38
G G Pump Services,GB-POR-G0000651,VTB Bank Public,38,Mostotrest,37,So called Donetsk People s Republic,35,So called Lugansk People s Republic,35,Industrial Savings Bank,35
UNICORN VISION,HK-BML-A0002126,Vostok Battalion,47,First Crimean Insurance,43,Resort Nizhnyaya Oreanda,42,CB IS Bank,42,Sberbank Public Sberbank,42
Maximum Motorsport,AU-SUB-803380,Mostotrest,50,Mostotrest P,47,Mostotrest Mostotrest,46,Sparta Battalion,41,Resort Nizhnyaya Oreanda,38
BEST NEXT CONTACT,BE-TOYO-307095,Mostotrest Mostotrest,47,NEW EASTERN OUTLK,47,Army of the South East,41,Tactical Missiles,41,Concern Almaz Antey,39
MST GOLF SINGAPORE,SG-BMSL-A0001084,Mostotrest Mostotrest,46,Bank of Russia,44,Industrial Savings Bank,44,Sberbank of Russia,44,Mostotrest,43
Tusker Direct,GB-AUD-T0001402,United Aircraft,50,Donetsk Republic,48,Russian Direct Investment Fund,47,The Great Don Army,45,558 Aircraft Repair Plant,42
HONGKE TECHNOLOGY,HK-CML-A0002126,VO Technopromexport,50,O VO Technopromexport,47,NEW EASTERN OUTLK,47,Chernomorneftegaz,41,ROSNEFT AERO,41
BRINK S MACAU,MO-YFML-A0000018,CB IS Bank,61,IS Bank,50,Bank Rossiya,48,Kalmius Battalion,47,Z Interautomatica,47
PIQUADRO,BE-AP-307096,Bulwark,40,Dobrolet,38,UAC,36,Dobrolyot,35,Prizrak Brigade,35
CAR QUEST OF GUAM,GU-AKG-1024,Army of the Southeast,58,Army of the South East,51,Cossack National Guard,46,So called Luhansk Guard,45,So called Lugansk Guard,45
Floral Image Auckland,NZ-SNZ-803443,Concern Almaz Antey,45,Almaz Antey,44,Cossack National Guard,42,Industrial Savings Bank,41,Bank Otkritie Financial,41
AUTOFORM ENTERPRISE,SG-BMSL-A0000927,Feodosia Enterprise of oil,53,State enterprise Universal Avia,52,Federal United Enterprise Crimea Railway,47,ORIENTAL REVIEW,47,Almaz Antey Defense,42
NICOLE LEON GUERRERO,GU-AKG-1668,So called Luhansk Guard,47,So called Lugansk Guard,47,Cossack National Guard,43,Feodosia Enterprise of oil,43,NEW EASTERN OUTLK,38
DATEC FIJI,GU-AKG-1861,Bank Otkritie Financial,42,Death Battalion,40,CB IS Bank,40,Feodosia Enterprise of oil,39,Free Donbas,38
TUNG NGAI ADVERTISING AND ARTWORK,HK-CML-A0000487,Russian National Commercial Bank,43,Industrial Savings Bank,39,State Concern National Association of producers Massandra,38,Federal United Enterprise Crimea Railway,38,United Aircraft,38
UNIVERSAL FIRE ENG,HK-CML-A0000499,State enterprise Universal Avia,57,Russian Direct Investment Fund,50,United Shipbuilding,49,Internet Research Agency,43,United Aircraft,42
VOLTSPORTS,GU-AKG-1863,VO TPE,50,VO Technopromexport,48,O VO Technopromexport,45,O VO TPE,44,Otkritie,44
The Trustee for FBIS International,AU-ANX-32916,Russian National Commercial Bank,52,International Union of Public Associations Great Don Army,48,State Concern National Association of producers Massandra,44,Z Interavtomatika IA,44,Russian Direct Investment Fund,44
KYOSHO CORPORATION USD,SG-BMSL-A0001085,Stroygazmontazh Corporation SGM Group,58,Cossack National Guard,50,Research and Production Corporation UralVagonZavod,50,Vostok Battalion,47,Kalmius Battalion,46
HTC LTD Specialised Tools and Equip,NZ-SNZ-803455,Peace To Luhansk Region,45,So called Donetsk People s Republic,40,State Enterprise Sparkling Wine Plant Novy Svet,39,Tactical Missiles,38,So called Lugansk People s Republic,37
